y,x0,x1,x2,x3,x4
-0.57081,1,0.17866,0.11737,-0.31206,-0.42739
-0.55659,1,0.073893,-0.0097053,0.23849,-0.71238
-0.54237,1,-0.19324,0.35819,-0.02984,-0.50518
-0.56727,1,-0.050229,-0.030252,-0.069394,-0.2842
-0.55305,1,-0.15448,-0.23574,-0.1303,0.052306
-0.53883,1,-0.012458,0.060004,-0.17315,-0.30516
-0.56373,1,0.12271,0.15154,-0.031716,-0.64685
-0.56019,1,-0.21057,-0.13885,0.34271,-0.39518
-0.54597,1,-0.34414,-0.67965,-0.5258,0.9892
-0.53175,1,0.086207,-0.17976,-0.10978,-0.25461
-0.51753,1,0.017449,-0.035465,-0.12453,-0.29262
-0.52821,1,0.033905,-0.092515,-0.34404,-0.058439
-0.51399,1,-0.23763,-0.42144,0.07352,0.11981
-0.49977,1,0.095849,-0.31924,-0.055233,-0.19269
-0.48555,1,0.070495,-0.69055,0.0035763,0.094226
-0.47134,1,0.32059,-0.10753,-0.05519,-0.60309
-0.45712,1,0.21433,-0.09217,0.0054471,-0.5619
-0.3718,1,-0.41834,0.21501,-0.046959,-0.12354
-0.49623,1,-0.43989,0.14625,0.0086073,-0.090329
-0.48201,1,0.40629,-0.0060348,0.046066,-0.86581
-0.4678,1,0.10541,0.43466,-0.26548,-0.64626
-0.45358,1,0.09214,0.17297,0.13001,-0.77049
-0.43936,1,-0.44197,0.17849,0.18631,-0.27697
-0.42514,1,-0.21298,0.17887,0.55981,-0.85224
-0.41092,1,0.05995,0.46015,0.10354,-0.9564
-0.3967,1,-0.25009,0.45437,0.24778,-0.76369
-0.38248,1,0.4807,-0.26816,0.39583,-1.0383
-0.36826,1,0.35645,0.17329,-0.048425,-0.88048
-0.43582,1,0.37138,-0.16478,-0.31325,-0.36568
-0.4216,1,-0.37478,-0.061357,0.082166,-0.04509
-0.40738,1,-0.27494,-0.069148,-0.11284,0.036027
-0.39316,1,0.022316,0.081331,0.25954,-0.73548
-0.37894,1,0.24921,-0.26947,-0.021509,-0.41653
-0.36472,1,-0.0027168,-0.14981,0.077597,-0.34875
-0.3505,1,-0.10747,0.21709,-0.059139,-0.4273
-0.33628,1,0.0050365,0.31352,0.14958,-0.81431
-0.32206,1,0.25919,0.24785,0.22547,-1.0891
-0.36118,1,-0.20341,-0.34309,-0.33112,0.39603
-0.34696,1,0.13095,0.014353,-0.0058795,-0.54599
-0.33274,1,-0.10618,0.19202,-0.091399,-0.37475
-0.31852,1,-0.081566,0.25855,0.43607,-0.93572
-0.3043,1,-0.15903,0.12035,-0.13382,-0.22119
-0.29009,1,0.049985,0.60135,-0.056165,-0.91386
-0.35764,1,0.075007,0.16169,-0.21594,-0.41894
-0.28655,1,0.14672,-0.24344,0.43226,-0.73883
-0.31144,1,0.30186,0.061177,-0.29332,-0.49353
-0.29723,1,-0.15586,0.25499,-0.32037,-0.1622
-0.28301,1,0.048509,0.23805,0.014809,-0.66266
-0.3079,1,0.06332,0.10847,-0.12221,-0.44036
-0.29369,1,-0.035959,-0.32495,0.22555,-0.28741
-0.27947,1,-0.22297,0.018863,-0.34687,0.13411
-0.45016,1,0.064614,0.59144,-0.16979,-0.79389
-0.43594,1,-0.10346,0.1433,-0.15571,-0.2545
-0.42172,1,-0.10409,-0.38886,-0.50109,0.51043
-0.4075,1,0.35664,0.039027,0.21928,-0.98024
-0.39328,1,0.11716,-0.084204,0.087241,-0.50964
-0.37906,1,-0.091072,-0.069146,0.12032,-0.33826
-0.36484,1,0.089921,0.16868,0.1353,-0.73933
-0.35062,1,0.30136,0.18179,-0.29021,-0.58123
-0.3364,1,0.38086,-0.14025,0.62578,-1.2228
-0.32218,1,0.12474,0.12686,0.10813,-0.71506
-0.47505,1,0.17342,0.40569,0.091914,-0.98306
-0.46084,1,0.10953,0.29941,0.19556,-0.92157
-0.44662,1,-0.0039942,0.34858,0.1383,-0.79439
-0.31864,1,-0.17544,0.60471,-0.41761,-0.32967
-0.30442,1,0.048868,0.011255,0.33111,-0.73846
-0.29021,1,0.068336,-0.11705,0.21935,-0.54832
-0.49995,1,0.15984,-0.072705,-0.0015968,-0.47585
-0.48573,1,0.27411,0.19157,-0.15633,-0.67646
-0.47151,1,-0.19234,0.31224,-0.055123,-0.39081
-0.28667,1,-0.15241,0.11589,0.28799,-0.57748
-0.27245,1,-0.17456,-0.32736,0.064481,0.023585
-0.25823,1,-0.09282,0.031388,-0.34771,0.010436
-0.51063,1,-0.19624,0.053801,-0.052315,-0.16726
-0.49641,1,-0.064338,-0.3598,0.19098,-0.17394
-0.25469,1,0.010258,-0.12244,0.23497,-0.49154
-0.24047,1,-0.23543,-0.28619,0.38057,-0.23255
-0.50709,1,0.1162,0.019491,0.1611,-0.65018
-0.22271,1,-0.2064,-0.023286,0.45717,-0.55121
-0.35428,1,0.17864,-0.029046,0.054593,-0.56651
-0.34006,1,-0.14836,-0.045058,-0.097845,-0.078104
-0.32584,1,-0.036081,-0.22906,0.043907,-0.16665
-0.42184,1,-0.55291,-0.068705,0.21337,0.07854
-0.3223,1,-0.054302,0.11736,0.081877,-0.4723
-0.30808,1,0.18005,0.014496,-0.14231,-0.42255
-0.4183,1,0.20518,-0.0042176,0.1431,-0.68857
-0.40408,1,0.046036,-0.099575,0.1743,-0.47253
-0.38986,1,-0.097511,-0.20623,0.12238,-0.18743
-0.37564,1,-0.1744,-0.33009,-0.046362,0.14984
-0.30454,1,-0.11716,0.094717,-0.3349,-0.0064007
-0.38632,1,-0.33743,-0.07825,-0.33252,0.36774
-0.3721,1,0.39776,0.087145,-0.28855,-0.56839
-0.35788,1,0.51551,0.12625,-0.11396,-0.88125
-0.34366,1,0.080106,0.31488,-0.013587,-0.68429
-0.301,1,0.25465,0.19677,0.19902,-0.95705
-0.34012,1,-0.22319,0.27481,0.25551,-0.57962
-0.3259,1,-0.23747,0.13326,-0.3155,0.073765
-0.31168,1,0.020743,0.56707,-0.012468,-0.83438
-0.29746,1,0.17789,-0.20825,-0.26641,-0.109
-0.29393,1,0.13038,-0.28501,-0.15348,-0.094439
-0.29039,1,-0.12808,0.12209,-0.27011,-0.063857
-0.4006,1,0.30877,-0.075515,0.35708,-0.91253
-0.38638,1,0.012167,0.040547,0.25953,-0.61705
-0.37216,1,-0.02907,0.039634,0.0030434,-0.34079
-0.35794,1,-0.02343,0.0032419,-0.074337,-0.24547
-0.34372,1,-0.36104,0.11853,0.063153,-0.12074
-0.3295,1,0.10852,-0.066787,0.31837,-0.67878
-0.31528,1,-0.14917,0.20569,-0.14132,-0.22663
-0.30106,1,0.042133,-0.29241,0.11694,-0.23648
-0.28685,1,-0.11652,0.20438,-0.0045919,-0.38334
-0.39706,1,0.027398,0.38597,-0.088899,-0.60512
-0.38284,1,0.20476,0.03417,-0.33626,-0.26499
-0.29752,1,0.37312,-0.29866,0.16331,-0.61042
-0.28331,1,-0.26206,-0.25224,-0.31943,0.44228
-0.27977,1,0.014391,0.11855,-0.22744,-0.23616
-0.27623,1,0.20429,-0.17527,0.21774,-0.58399
-0.27269,1,-0.25347,-0.47626,0.42401,-0.042511
-0.44338,1,-0.12436,-0.20167,-0.21229,0.18386
-0.42916,1,0.12701,-0.060063,-0.074342,-0.3199
-0.41494,1,0.25705,0.036351,0.0019184,-0.60456
-0.40072,1,-0.18282,0.028819,-0.24828,0.081604
-0.3865,1,-0.091121,-0.076524,0.28843,-0.41127
-0.37228,1,-0.48668,-0.21427,-0.2203,0.57446
-0.35806,1,0.054915,0.051057,0.083065,-0.48284
-0.34384,1,-0.30063,-0.10409,0.038942,0.054275
-0.32962,1,-0.058875,0.25389,0.22251,-0.66421
-0.3154,1,-0.24109,-0.17088,-0.098478,0.17444
-0.30118,1,0.50748,-0.26014,0.16985,-0.76379
-0.28697,1,0.11581,0.0052169,-0.30359,-0.15531
-0.27275,1,-0.23911,-0.046155,0.27415,-0.27179
-0.25853,1,0.40543,0.39154,0.16405,-1.2051
-0.24431,1,-0.22265,-0.094956,-0.24566,0.22496
-0.23009,1,0.024213,0.0021398,0.0031566,-0.33724
-0.21587,1,-0.061512,-0.15997,0.1066,-0.20586
-0.20165,1,0.28218,0.24963,0.028845,-0.8354
-0.18743,1,-0.11138,-0.029644,-0.056761,-0.11643
-0.17321,1,0.018234,0.29737,-0.31622,-0.29075
-0.15899,1,-0.11903,-0.40069,0.021704,0.1342
-0.35458,1,0.31422,0.30147,-0.20145,-0.68626
-0.34036,1,-0.12084,-0.010889,-0.12548,-0.043422
-0.35104,1,0.11118,-0.11602,0.32467,-0.59882
-0.33682,1,-0.040209,0.2334,0.19958,-0.62519
-0.27995,1,0.26202,0.23606,-0.2515,-0.52839
-0.26573,1,-0.14603,0.35902,0.31423,-0.72686
-0.3475,1,0.056243,0.019655,0.066943,-0.4196
-0.24797,1,-0.24353,-0.1911,0.14508,-0.0038936
-0.34396,1,0.11523,0.17936,0.078174,-0.62232
-0.23021,1,0.032126,0.057982,0.28508,-0.62213
-0.34042,1,0.25834,0.30626,-0.50957,-0.33948
-0.3262,1,0.15352,-0.29401,-0.30066,0.086571
-0.31198,1,0.34329,0.23736,-0.22223,-0.62967
-0.22667,1,0.10472,0.5172,0.50398,-1.2811
-0.33688,1,-0.50121,0.01887,-0.26691,0.46782
-0.32266,1,-0.3342,-0.030547,-0.12714,0.21086
-0.30844,1,-0.33053,0.13427,0.12121,-0.15809
-0.29422,1,-0.14857,-0.048921,-0.031291,-0.051613
-0.28001,1,0.092038,-0.65062,0.39781,-0.17974
-0.26579,1,0.11753,0.36903,-0.27393,-0.45858
-0.22313,1,0.092752,0.1097,-0.16092,-0.31629
-0.33334,1,-0.72324,-0.035478,0.17589,0.34315
-0.3049,1,0.034835,-0.20667,-0.015903,-0.11738
-0.29068,1,0.13653,0.047682,0.045394,-0.49296
-0.27647,1,-0.51907,0.071298,-0.073292,0.26922
-0.26225,1,-0.3677,-0.17,-0.046965,0.29383
-0.24803,1,-0.074032,-0.055308,-0.04322,-0.10869
-0.23381,1,0.013793,-0.01005,0.13815,-0.40215
-0.3298,1,0.005234,-0.11657,0.22343,-0.37734
-0.25871,1,-0.19965,0.25898,0.050552,-0.32738
-0.24449,1,0.45302,-0.33197,0.071004,-0.51708
-0.23027,1,-0.20637,-0.28912,0.4411,-0.21145
-0.32626,1,-0.084315,-0.33181,-0.10133,0.19541
-0.21251,1,-0.034407,0.22695,0.053229,-0.46933
-0.3085,1,0.24142,0.12252,0.18139,-0.77776
-0.29428,1,-0.091781,0.077159,0.36731,-0.5656
-0.23741,1,-0.35728,-0.030795,0.18535,-0.035796
-0.22319,1,0.1639,-0.1402,-0.048936,-0.26635
-0.20897,1,0.14118,0.11238,0.14881,-0.63647
-0.23387,1,-0.085422,0.6465,0.095234,-0.80346
-0.21965,1,-0.16513,-0.5093,0.68623,-0.28025
-0.20543,1,0.24857,-0.072627,0.14229,-0.58107
-0.37966,1,0.11863,0.37169,-0.089524,-0.60283
-0.37612,1,0.060826,-0.15758,0.13727,-0.29814
-0.3619,1,-0.28233,-0.064329,0.031077,0.072382
-0.10596,1,-0.22942,0.3969,0.24408,-0.56598
-0.35836,1,-0.4552,-0.27825,0.35914,0.13647
-0.34414,1,-0.25092,0.24503,0.0017492,-0.19179
-0.32992,1,0.10274,0.29642,-0.0017683,-0.59584
-0.14507,1,-0.37169,0.11208,-0.17443,0.20507
-0.13085,1,-0.023007,-0.36885,-0.31015,0.37684
-0.11664,1,-0.15398,-0.21211,-0.16608,0.24796
-0.32638,1,-0.2624,-0.39117,-0.43427,0.75808
-0.31216,1,0.20684,-0.1949,-0.091586,-0.20208
-0.29794,1,0.48097,-0.056609,-0.40193,-0.31908
-0.16997,1,0.12875,0.12415,-0.32135,-0.18303
-0.15575,1,-0.32632,0.2501,-0.27405,0.13544
-0.14153,1,-0.75895,0.070147,-0.35589,0.80711
-0.2944,1,-0.33387,0.18021,0.23569,-0.25751
-0.28019,1,0.1203,-0.2055,-0.23121,0.026119
-0.26597,1,0.5522,0.34957,0.18402,-1.2653
-0.25175,1,-0.38916,-0.14363,0.32996,-0.012199
-0.23753,1,0.0047915,0.15081,-0.54908,0.13219
-0.22331,1,0.043982,-0.2484,0.027162,-0.093866
-0.20909,1,0.19544,0.14493,0.20346,-0.74277
-0.19487,1,-0.16837,-0.45498,0.098017,0.23501
-0.18065,1,0.20209,-0.22961,0.31253,-0.53172
-0.16643,1,0.098841,-0.25423,0.012526,-0.13205
-0.23057,1,-0.025732,0.023422,0.056683,-0.24567
-0.17369,1,-0.28087,-0.1758,0.30458,-0.039906
-0.22703,1,-0.25736,-0.19421,0.39791,-0.12998
-0.17015,1,-0.18025,-0.050597,0.15286,-0.10815
-0.22349,1,0.2117,0.088712,-0.28737,-0.22581
-0.16661,1,-0.081091,-0.078248,0.0013191,-0.04569
-0.21995,1,-0.028374,-0.27836,-0.15413,0.21407
-0.16307,1,-0.21974,0.5084,-0.30887,-0.11442
-0.21641,1,0.11295,0.5993,0.19597,-0.98896
-0.15953,1,0.11282,-0.17895,-0.0090796,-0.14378
-0.21287,1,0.28394,-0.37017,-0.23826,0.053684
-0.15599,1,-0.27815,0.038911,-0.17577,0.22877
-0.20933,1,0.036308,-0.0027087,0.17263,-0.3727
-0.15245,1,-0.15149,0.27652,0.013856,-0.27159
-0.20579,1,-0.095151,-0.018304,0.18711,-0.2341
-0.14891,1,0.2401,0.03948,0.02156,-0.47739
-0.20225,1,-0.23316,0.13224,0.01427,-0.059183
-0.14537,1,0.26557,0.26563,-0.14808,-0.53751
-0.19871,1,-0.022409,0.32368,0.22399,-0.62523
-0.14183,1,0.74995,0.14473,-0.07526,-0.99623
-0.19517,1,-0.3231,-0.46626,0.32498,0.26424
-0.13829,1,-0.058406,-0.37453,-0.20267,0.39384
-0.19163,1,-0.46642,-0.12824,-0.23873,0.64116
-0.13475,1,0.028585,-0.097739,0.11394,-0.21429
-0.18809,1,0.16526,-0.11161,-0.27536,0.013978
-0.13121,1,-0.47386,0.14312,-0.32414,0.50007
-0.18455,1,0.20123,-0.54861,-0.35817,0.42546
-0.12767,1,-0.3387,-0.30779,0.051885,0.40434
-0.18101,1,0.37345,0.072797,-0.096179,-0.51239
-0.12413,1,-0.10039,0.018483,0.23542,-0.28038
-0.1065,1,-0.20925,0.27224,-0.38368,0.20945
-0.10296,1,-0.26226,0.11544,0.084934,-0.025811
-0.46911,1,-0.044469,0.058672,0.33074,-0.42181
-0.45489,1,-0.12558,-0.016042,0.033415,-0.0049483
-0.44068,1,-0.11076,0.28349,0.25638,-0.47634
-0.099415,1,0.18882,0.38971,0.11887,-0.74941
-0.46557,1,0.28492,0.23603,0.23273,-0.81831
-0.45135,1,-0.10283,-0.18477,-0.23206,0.35905
-0.43714,1,-0.1951,0.11602,0.01194,-0.02237
-0.095876,1,-0.22222,-0.13249,-0.19707,0.4058
-0.46203,1,-0.041282,-0.058108,-0.13345,0.10227
-0.092336,1,-0.12061,0.2863,-0.44053,0.1714
-0.45849,1,0.25775,0.1855,0.0053476,-0.53429
-0.088796,1,-0.10856,0.25858,0.22147,-0.41577
-1.7062,1,-0.26014,0.084159,0.12842,-0.024339
-1.5214,1,-0.097697,-0.37793,0.63578,-0.26135
-0.45495,1,0.10718,-0.41807,0.075407,0.07113
-0.085256,1,-0.38824,-0.15846,-0.22181,0.63103
-1.7027,1,-0.082796,-0.038228,-0.17672,0.17748
-1.5179,1,-0.27562,0.091561,0.4866,-0.33683
-0.45141,1,0.12672,-0.4902,0.0015719,0.18252
-0.4372,1,0.093418,-0.2352,-0.60839,0.55522
-0.42298,1,0.21198,-0.1413,0.091564,-0.28227
-0.40876,1,-0.4415,-0.12202,0.30686,0.17789
-0.39454,1,-0.071432,0.27102,0.37348,-0.59594
-0.38032,1,-0.17598,-0.30372,-0.048951,0.38194
-0.3661,1,0.18022,0.56039,0.08713,-0.8395
-0.35188,1,-0.25361,0.070114,0.098046,0.011777
-0.33766,1,-0.14081,-0.03562,-0.23204,0.28521
-0.081716,1,0.010661,0.20776,-0.10316,-0.1937
-1.6992,1,-0.13403,0.14413,0.12124,-0.19161
-1.6849,1,0.010063,0.15949,-0.23504,-0.029054
-1.6707,1,-0.032706,-0.17462,0.13043,-0.034377
-1.6565,1,-0.027975,0.10611,0.16731,-0.31037
-1.6423,1,-0.48936,-0.39356,0.044859,0.69839
-1.6281,1,-0.1393,0.29729,0.0020951,-0.20755
-1.6138,1,0.23199,-0.11648,-0.14444,-0.10606
-1.5996,1,0.036647,-0.069785,-0.035929,-0.043267
-1.5854,1,0.11103,0.10692,-0.33179,-0.00048212
-1.5712,1,0.0063703,-0.48227,-0.2123,0.49728
-1.557,1,-0.12742,0.054019,0.25671,-0.24523
-1.5428,1,-0.13683,0.25591,0.089009,-0.25405
-1.5285,1,-0.04301,0.057087,-0.22527,0.10333
-1.5143,1,-0.024877,0.12036,0.13339,-0.29479
-0.41944,1,0.19941,-0.043826,-0.14019,-0.13791
-0.40522,1,0.21541,0.2081,-0.32285,-0.20162
-0.391,1,-0.10624,-0.15077,-0.11898,0.24772
-0.37678,1,0.24367,-0.29904,0.067193,-0.15587
-0.36256,1,-0.43463,0.24094,0.0028708,0.1432
-0.34834,1,-0.000052019,-0.18828,-0.42578,0.44904
-0.33412,1,-0.10598,-0.1875,-0.085452,0.24807
-0.3199,1,-0.11652,-0.34899,-0.28859,0.5802
-0.30568,1,-0.13588,-0.11643,-0.16102,0.28734
-0.29146,1,0.069976,-0.33469,0.42884,-0.27568
-0.27724,1,0.019805,0.31301,-0.16311,-0.23437
-0.26303,1,0.43237,-0.1788,0.32598,-0.6869
-0.24881,1,0.38923,0.057005,-0.073355,-0.47923
-0.23459,1,-0.47593,0.29295,0.32644,-0.15239
-0.22037,1,0.21515,0.023159,0.34841,-0.65479
-0.078177,1,-0.27514,-0.2384,0.09536,0.30084
-1.6956,1,-0.064613,-0.39494,0.44992,-0.10207
-1.6814,1,0.040055,-0.028205,-0.078762,-0.039705
-1.6672,1,0.13954,0.21632,-0.16873,-0.26723
-1.653,1,0.24228,0.1029,-0.094961,-0.34395
-1.6387,1,-0.078962,0.19897,0.089146,-0.26216
-1.6245,1,-0.010098,0.05042,-0.10395,-0.031782
-1.6103,1,0.081462,0.30558,-0.19844,-0.25606
-1.5961,1,-0.57891,0.17959,-0.026737,0.37378
-1.5819,1,-0.47542,-0.029495,0.11482,0.31567
-1.5676,1,-0.1829,0.048524,-0.33426,0.35685
-1.5534,1,0.070348,0.077424,0.083651,-0.30786
-1.5392,1,-0.0929,0.31755,0.25936,-0.50287
-1.525,1,-0.22584,0.067822,-0.045919,0.12266
-1.5108,1,-0.24132,0.18575,0.22117,-0.20395
-0.35902,1,0.16407,0.055354,0.43071,-0.70096
-0.3448,1,0.048368,-0.38109,-0.087459,0.25833
-0.33058,1,-0.21805,0.30574,-0.013879,-0.11585
-0.31636,1,-0.090804,-0.032108,-0.13034,0.14506
-0.30214,1,0.072774,-0.14274,-0.22762,0.15886
-0.28792,1,0.19735,-0.078907,-0.023068,-0.20918
-0.27371,1,0.096128,-0.12175,0.45577,-0.50395
-0.25949,1,0.11721,-0.15509,0.3306,-0.38367
-0.24527,1,0.15582,0.16111,0.093474,-0.47553
-0.23105,1,0.16925,0.37739,0.11196,-0.68921
-0.21683,1,-0.3955,0.50367,0.048605,-0.15764
-0.20261,1,-0.33917,0.20054,0.29964,-0.18713
-0.18839,1,0.16181,-0.093063,0.23961,-0.39936
-0.17417,1,0.07692,0.31152,-0.10551,-0.34086
-0.15995,1,0.71605,0.12054,0.22091,-1.1332
-0.074637,1,-0.24086,-0.10209,0.33159,-0.061128
-1.6921,1,-0.2023,-0.11257,-0.62113,0.77719
-1.5925,1,0.19356,0.15513,0.005098,-0.42564
-1.5072,1,0.11586,0.15089,0.26369,-0.57712
-0.24173,1,0.0017416,-0.11132,0.17967,-0.16145
-0.22751,1,0.20062,-0.042253,-0.25977,-0.025141
-0.21329,1,0.0073475,0.080912,0.072829,-0.23284
-0.19907,1,0.34215,-0.16011,-0.44211,0.094741
-0.18485,1,0.10563,0.077093,-0.056596,-0.21308
-0.17063,1,-0.029186,-0.10731,0.20719,-0.15805
-0.15641,1,-0.035187,-0.19864,0.0022362,0.11168
-0.14219,1,-0.054621,-0.10503,-0.51763,0.52485
-0.071097,1,-0.0032663,0.050498,0.38452,-0.47942
-1.6885,1,0.058967,-0.0046884,-0.50542,0.31533
-1.589,1,0.04828,0.43628,0.24996,-0.73336
-1.5037,1,-0.55713,0.078136,0.23131,0.20942
-0.13865,1,-0.17255,0.06319,-0.1157,0.14186
-0.12443,1,-0.1057,0.15681,0.14364,-0.2418
-0.067557,1,0.12086,0.44413,0.34709,-0.90292
-1.5855,1,-0.034627,0.16843,0.066539,-0.25135
-1.5002,1,-0.05429,-0.10027,0.21946,-0.14265
-0.12089,1,0.13009,0.013948,0.17245,-0.38625
-0.064017,1,0.010768,-0.30947,-0.20395,0.35226
-1.6246,1,-0.11599,0.52374,0.043701,-0.44431
-1.6104,1,-0.46252,-0.032577,0.35904,0.096429
-1.5961,1,-0.28572,0.27084,0.14444,-0.14723
-1.5819,1,0.079093,-0.096724,-0.27812,0.17266
-1.5677,1,0.17234,0.32186,0.14831,-0.66505
-1.5535,1,0.36482,-0.31703,-0.17112,-0.031987
-1.4966,1,0.070151,-0.038808,-0.22685,0.086245
-0.14579,1,0.18708,0.49357,-0.46741,-0.26603
-0.13157,1,-0.15296,0.22335,0.16744,-0.26447
-0.11735,1,-0.0090736,0.030426,-0.0047579,-0.092693
-0.060478,1,-0.050797,-0.12389,-0.49919,0.53015
-1.4931,1,0.11179,-0.12139,-0.10232,0.003486
-0.14225,1,-0.069243,0.14397,0.2072,-0.31618
-0.12803,1,0.30768,-0.19552,-0.20883,-0.038457
-0.056938,1,-0.16882,-0.026596,0.000011133,0.11888
1.692,1,-0.15247,0.19156,0.056979,-0.13436
1.8769,1,0.00057951,0.14213,0.13193,-0.31804
-1.4895,1,-0.050179,0.23404,0.12182,-0.3311
-0.053398,1,-0.20079,0.10637,0.020714,0.023743
1.6956,1,0.18616,0.021398,0.24241,-0.50378
1.8804,1,0.15666,-0.40417,-0.18706,0.27703
-1.486,1,-0.32274,0.40464,-0.017825,-0.064925
-0.049858,1,0.20772,0.030038,0.093644,-0.39475
1.6991,1,-0.11975,-0.038338,0.33887,-0.2229
1.7133,1,0.29663,0.033219,0.15632,-0.54584
1.7275,1,-0.12649,0.14405,0.09092,-0.14503
1.7418,1,0.15718,-0.07659,-0.055245,-0.11721
1.756,1,-0.07616,0.13099,-0.24004,0.11501
1.7702,1,0.29117,-0.18601,0.39978,-0.57591
1.7844,1,-0.063641,-0.085288,0.14431,-0.064071
1.7986,1,-0.0096794,-0.18554,-0.3541,0.4182
1.8129,1,-0.30677,-0.153,0.30801,0.094549
1.8271,1,0.3929,-0.058039,-0.060421,-0.37066
1.8413,1,0.34821,-0.18577,0.25208,-0.50055
1.8555,1,-0.55967,0.10987,0.016201,0.39735
1.8697,1,0.21895,-0.064225,-0.059061,-0.18775
1.8839,1,-0.043595,0.33875,-0.052353,-0.26489
-1.6246,1,0.41642,-0.017473,0.26953,-0.72569
-1.6104,1,-0.34174,0.06357,-0.33,0.53033
-1.5962,1,0.37705,-0.11478,0.0802,-0.43078
-1.5393,1,0.36719,-0.23881,-0.21988,-0.042961
-1.5251,1,-0.27859,-0.16899,0.017041,0.34685
-1.5109,1,-0.19002,0.062329,0.36285,-0.25428
-1.4967,1,-0.25571,0.064099,0.34912,-0.17574
-1.4825,1,-0.30674,-0.46897,0.083462,0.56936
-0.046318,1,0.19612,0.054845,-0.044573,-0.27488
1.7026,1,0.36041,-0.259,-0.28188,0.037441
